reviewerID,reviewText
A31A6NA058YHS,Usually in the past they arrived overnight This most recent purchased did not arrive for a few days Was it my fault  Is there some new box which needs to be checked in order for it to be delivered overnight  I have noticed that that is now the case in some instances if one wishes their Amazon Prime free delivery to actually occur in two days It needs to be requested  Anyway these cards remain a popular gift with friends and family because they can shop from the convenience of the computer and almost everything and anything is available through Amazon
A31CQSAL2PI371,Ive seen Logans Roadhouse for years but never went in I saw this gift card for  so why not try it Wow RRReally good food Homestyle fresh baked white bread covered in melted butter  On par with Outback as far as the menu selection goes Ill be going back
A31ONSOAD7U20B,Gift was appreciated WHO DOESNT LIKE TO EAT
A31PY6CQW5WGZZ,Amazon gift cards are always a fine birthday gift  As a senior citizen its difficult for me to get out to shop anymore and a gift card from Amazon is always welcomed
A31QJMXOU23U26,yay movies
A31ZYOFARX72SU,It was supposed to be a Christmas gift not a birthday gift But they can still use it of course
A323U0W0ED7YO0,dad loved it
A325U7D9F8NDRV,"a datahookproductlinklinked classalinknormal hrefAmazoncomGiftCardsInaGiftBoxFreeOneDayShippingdpBSZESrefcmcrarpdrvwtxtieUTFAmazoncom Gift Cards  In a Gift Box  Free OneDay Shippinga
I received an Amazon Gift Card for Christmas from my son and his friend  It was a wonderful gift  At this point in my life there is not much that I need or want that is affordable as a gift Having the opportunity to choose what I desired allowed me to purchase books and other items that I wanted that no one would really know I desired"
A328TDUW3BBF31,Convenient reliable exactly as expected no surprises perfect
A32AM2LT5JOUS5,we ordered  cards in different denominations and there was no way to immediately discern which card was which We needed to open the package peel off the label and enter a claim code to identify each cards value Shame on you Amazon
A32B018ZXIBHKR,Easy to order shipped quickly as described  Zero complaints
A32CM6W3XMVKZV,"Amazing delivery time attractive box it comes in I ordered these on Dec  so far they have been shipped at least  different places and still have not recived them
The next to last place they where shipped was my closest UPS hub  minfrom my house now they have been shipped to TX  miles away
On the same day I also order two other gift cards one to be shipped to NH another to Al both where recived the next day"
A32IJV1D7VSNM4,Somehow the  card was only able to buy  bananas almond milk and organic gluten free toilet paper  And only after trying to park in their Maze Runner parking lot with someone homeless guy asking to support his basketball team by selling  year old candy bars
A32V4H23T5UPDT,WHATS NOT TO LOVE IN A GIFT CARD
A32W4LWOUDO110,So quick to ship And really cute thank you
A338BOJPXR3QNV,Always a big hit
A338FTYGLOXFYI,I just LOVE the one day delivery really saved me when I forgot to gift a few loved ones I used the black Amazon card and saved the Birthday Card for another birthday So convenient to get a gift card for my younger niece without having to deal with the mall traffic and chaos
A339JN67RFQTPV,I couldnt believe how quickly this gift card arrived  was a real life saver for our holiday get together
A33BDN7S4O59QZ,As always Amazon did not disappoint
A33HI6EHT1DJV5,Easy way to give money as a gift
A33I057BQ4PWUJ,Just as anticipated I liked this option for gift card as I wanted to be able to wrap the box
A33IKCIEENFIIT,Bought this as a Christmas gift not much more can be said about it besides it arrived here on time and no problems cashing in
A33OKLGVO61C8F,The gift card was exactly what I ordered and got to me in a timely manner Another good purchase from Amazon
A3407RTGHLSRH7,If you purchase the card at the brick and mortor restaurant  they give you an additional  card So for  you receive a  and a  Just sayin
A34AY6WZYL0GHN,gave to my grandson in the mountains  already used most of it nothing wrong my grandson used it great Christmas present for someone who has everything
A34EF6RCKER31B,I like the most because was easy ro buy
A34F5X10LYX1O6,Good gift good at budgeting
A34K2VL49C67RR,Worked great as a gift and was well received
A34KSJ66A1A866,I will always get gift cards
A34N0DPC7PN20V,They need to make this an egift card for faster usage I probably would buy more if they had this option Other than that worked great
A34UBQLMDYL2IW,Liked the ease of online ordering
A356OP0XG8HZF8,Everyone loved their gift and I loved that it looked like a gift and not just an envelope with a gift card in it  Spruced it up with a little ribbon and it was perfect
A3590R52G131N5,Smartly packaged and it arrived on time  This was a great gift
A35FKNVVATQIK1,Very happy with the product and seller
A35K136BNWR602,doesnt seem to be as advertised
A364EKGFHG2KSJ,Who doesnt love  of  Happy to have this discount ahead of time since Ill be paying through the nose when I get in the store
A36541TKFN9NK8,Loved the presentation box but wish the the gift card had a better variety of amounts Had to buy two separate gift cards to total to the amount I wanted
A36FFYJC81ER83,I bought this as a gift for my mother It was simple to buyeasy to use even for someone who is not tec savy She loved it it opened up a new door for her to buy more than just books from amazon
A36JCT42T06FO8,Good food nice place My  year old mother loves getting these in the mail Bought it as a Bday gift Best idea fir friends
A36JZI5HN84DK8,Adorable Amazon box for the gift card I purchased the birthday mailbox offered on Amazon and this fit right in Cute presentation Purchased this for my daughter The Amazon gift card is the best card you can give because there are thousands upon thousands of items to choose from Where as if you buy a gift card from a particular store the recipient is forced to a smaller variety to choose from and they may not even want anything from said store  Everyone I have bought a card for from Amazon has just loved it This was a hit for the cute Amazon boxed gift card that went inside Something different instead of the typical birthday bag
A36OJ6CWTNDV2P,Great gift for my dad Great quick gift for my mom
A36QAPSVVZTDB6,Liked the box Very decorative for no extre cost
A36RXIPGMVG75,Great product Thanks
A36WW5DLDW9LWP,Quick delivery and great for a Christmas gift
A36X83Y5G0KQVR,I work for a company in Denver where I received an appreciation award  This award came with a dollar value that I turned in for Amazon gift cards  I used the gift cards to purchase several items from Amazon  This was a great experience for me
A3722UVEPTJ9H0,loved them
A373HYBQCYXTRR,"It was so easy and it arrived so quickly and my grandson was thrilled
If time is short this type of gift is ideal"
A375KZS3R1TSKO,Love the boxes that gift cards came in It was perfect
A375T3N373VFIO,Its amazon money in a box  Whats not to like
A37ADQCTLV17NY,I went to use this gift card at a Lane Bryant and was told this is not a valid gift card
A37ZFTCBH5003X,Promptly delivered secure and easy to use also reloadable Kids get to order whatever they want and everybody is happy
A389ADOVGRAC0,Exactly what I wanted and in a timely fashion
A38CQ0B7IQXMYG,I have enjoyed sending these for two years I am very pleased with the card and my family loves to get them they all shop on amazon and appreciate getting these I think I got about  this season Love them for birthdays Christmas etc Tks Mary
A38DPI3EHSL4B,I end up buying my father   Starbucks gift card here in amazon when i got the package their was only  card and i spent a good  worth of gift card for my fathers birthday i contact amazon i only got one and they told me i only bought one I took a picture of recipe and send it to amazon After  weeks i got the card that end up being missing I give it to my father because the truth is i REALLY HATE the Starbucks coffee But my dad always buy it Just telling amazon to pay attention how packages are packaged If you some thing you spent money on SPEAK Now days money isnt to come by
A38HC9WIWHCIUK,Perfect answer for a belated gift  The card arrived in its own box making it look extra special
A38NDBFZI1U5JT,The wife loved the gift card Gave it as a gift for a book fanatic  They used it buy kindle books  Great for gifts
A38PQLNCQR53TE,Got this for  on Black Friday and have already used it for the  meals Great deal and great food
A38TPU0SO7BQOX,So convenient to buy these for gifts And this little tin is adorable My  year old granddaughter immediately claimed it
A398V1TUIHA3RN,Great and convenient Love the Amazon Cards easy and prompt delivery
A399AQT6WSNZBS,httpswwwamazoncomgpproductBJDQLKUrefohauidetailpageosieUTFpsc
A39BIVKTAU5QV9,Easy to buy quickly shipped and the person was happy
A39CBJSKWT2C62,I go out to the movie theater a lot so I was pleased to find a great deal on Fandango gift cards through Amazon I make most of my purchases on Amazon and I love how smooth the transaction is This is an egift card and was delivered almost  minutes after placing the order I was able to use it on Fandango without paying extra fees to use it so I am not sure what the previous reviewer is talking about
A39DQRFVIKFW9R,The giving or receiving of an amazon gift card makes the purchase of any item a little more fun watching the price go down with the use of each card
A39LEKWSGNFGHT,My nephew loved it Its just a gift card but the unique presentation helped make it a little more special
A39OCG5CSXYQJK,Tin came dented but otherwise its nice weight and a good masculine or businesslike gift card holder Adorable but I wish it didnt have the open slot in the back  Im sure its not a mystery whats in the tag but it would still be nicer to have the whole tag  Still the tag itself is unbelievably cute
A39YOK8WE33T2P,who would not like it
A3A5QL8J1VWJNS,Perfect way to gift older nieces and nephews
A3ACKWYDNR7ROA,Nothing to say
A3ANDSSIE026WZ,This was a gift and he loved it
A3AYZVX7GRA05I,Ordered  for employees They came shrink wrapped A few of the bows and bells were missingbroken
A3B0NAFSQ2O68F,We like the choice of pictures and containers Amazon cards are always a good gift
A3B2YH6GG128I1,Always love Starbucks coffee Whole Foods Market gifcard is always useful to buy delicious cakes cookies salads foods etc
A3B57JMNUHJWG8,Cute box and service was very quick
A3BHEEY08QQX51,You Amazon always follow through as promised The gift card arrived on time and looked immaculate It does not appear it was sent through the mail I was not aware one could order a gift card through Amazon and was pleasantly surprised I could being that this particular store is located nowhere near my home I am a mother of three who works fulltime and greatly appreciate the convenience of Amazon I attempted to order the gift card through the forever  website and had great difficulty
A3BJ2WHTBZYTLM,quick gift idea arrived super fastgreat gift that I needed fast
A3BKOFA0AY95FM,I love it Very beautiful
A3BMNV6XES862N,"The gift card is fine however when ordered I requested a gift card with a little note and who it was from
The lil note was not included and the receipent did not know who it was from"
A3BOT4L2OEXKHB,I wanted to get a  gift card but that amount was not available
A3BXWG8LNYA6MW,Easy to order  Fancy idea to dress up a gift card  Recipient loved it
A3C05IN5GXZH0F,This was a very  easy transaction You can pick the amount of cash wanted on the card You can also sign and send message when sending card to Emailaddress providedmI received an email with the code within a couple of minutes  Confirmed gift card code and pin with one click Logged into Dominos app placed order and applied gift card code and pin And order was complete
A3C0Y60F2C468E,This was a gift and it is his favorite pizza
A3CB9GL6K6D31T,Great for giftgiving
A3CEUEMJNOFPV0,It was easy to order it online and I got it the next day I would definitely buy again Love it
A3CGCW596MS0BS,Wonderful gift Made her happy And I like buying from Amazon Their cards always work without issues
A3CHA1QECOWDD1,What can I say who does not love Amazon gift card  We gave as a gift to a  year old and it was his favorite present received
A3CHNGUSZR497B,"Perfect gift
Took the family out to eat Made the perfect gift Perfect gift  I liked that there are   in the packs I was able to give more away that way"
A3CIM4ZLS5B9PU,was purchased as a gift
A3CL2W6DVYR77Z,"Response to request

would like to have known when the recipient got the gift certs
The accessibility is fine from my end as the giver"
A3CSPY6W0M7NRL,its always been one of our favorites
A3CSYVWJAUSME7,I loved the two that popped up but I didnt particularly care for the bag one  Also if you like to give a gift receipt to go with the gift card thats not easy to do with the two that pop up  For the price though and the cuteness factor I would definitely order them again
A3CUIGZH9X1L6C,The download is nice but somehow a piece of paper doesnt make a very good gift
A3CVD09ZSLUHD5,Everyone loves the movies This makes a great gift since it can be used at the snack stand as well as for movie purchases If youd rather have movie tickets to give out though Id recommend purchasing the tickets from a cost warehouse for a better value But this three pack does the trick and you can also give it to more than one person
A3CXRU9266FO7C,I bought this for my daughter in law for her birthday It arrived quickly and she loved it
A3D77TH6IVTLC5,The box arrived damaged I purchased this to be gifted to someone but could not use the box since it was damaged 
A3D7Y1ES6HKRYT,birthday gift on time and attractive
A3DA3WJBDXX4S,Great place to eat  terrific handcut steaks
A3DEG2PWV2A2ZD,Love the gift box  Very appropriate for my granddaughters high school graduation gift
A3DF86WMIFRSIZ,An AMAZON  gift card was the perfect gift for for my friend this past Christmas There was a nice array of designs to choose from  with a good choice of monetary amounts all to go in the perfect little gift  box with ribbon 
A3DK6CVDOBHJIO,"This product gets five stars because its exactly what its advertised to be a wire bird cagestyle card holder the type thats so fashionable at weddings these days  The top portion of the card holder is hinged and easily opens and closes  It also can be locked lock of your choice sold separately in case any unsavory individuals show up to your weddingevent Im looking at you hotel bartender with the goatee who keeps making eyes at the maid of honor  It decorates easily with ribbon  flowers to match your color scheme

My only caveat about this card holder would be its actual size  its small  Todays wedding cards are much too big to lay flat in this card holder  Also many didnt even fit through the openings  And if you have a family of impatient drunks dont judge cards easily get backed up  If youre having an event where you anticipate more than    cards then please entertain other options  This card holder would be great at a bridal or baby shower but unless youre having a small to moderatelysized wedding this card holder aint going to cut it

Again its a great product just make sure youre aware of the size and plan accordingly"
A3DRSC40DBV8KB,Knowing my grandson had received a Kindle made the Amazon gift card a natural gift
A3DWB8X4EKCHP9,loved giving the giftwell received
A3E0U0DW4I1K5E,It was for a gift thank you
A3E1R35R6TBH0M,Arrived quickly nice card
A3E42S7N1NQI8C,Really nice gift
A3E7T9HN3NNWJ,Graduation present Came quickly and meshed well with a GameStop purchase I hear Grandmom chose well
A3EFVGNAUF13C1,"STOP USING AMAZON TO send Gift Cards
I recently sent a  gift card as a Birthday present Says UPS Left at front door
Dont send gift cards via UPS or US Mail   they always get stolen
Dont send gift cards via UPS or US Mail   they always get stolen
Dont send gift cards via UPS or US Mail   they always get stolen"
A3ENGB6J9H5CUI,Great deal I use it during Express clearance sale I got two pair of pants and a shirt normally  can barely got me a pair Awesome deal
A3EUK0MA2T8816,These are very handy as a gift when you are stumped as what to buy for someone It easy to shop for the difficult person when you buy yhem a gift card and let them buy what they want  Win Win This is the one thing you can get for a person that it hard to buy for That makes everyone happy The thing to buy when you cant make up your mind
A3F0FBZ7OXTVFL,Recommend
A3F5PDAAP2EC00,Very well presentedlooks grat
A3F6DD0S2JBI49,My son is very pleased with the gift card
A3F8IT733K3KGU,What a great perk to buying a Fitbit  Thanks Amazon
A3F96RVSBFU6JR,Its a great gift card to give as a gift
A3FEOYBSTB5OE8,The person I sent this card to had no idea that I had sent it Somehow my information was not included with the gift card They thought it was just a gift card from Amazon
A3FHA5T65CE6Z0,"Adorable way to send a gift card My nieces loved it Although I filled out the gift card option Amazon did not put any notification as to who it was from 
They played the guessing game with family members"
A3FQ6A54ENFUKT,Bought as a gift for a friend who loves this place Easy gift and easy to use
A3FSVQRBWP0LM9,Perfect  Wish you sold them in packs of  ones
A3G130GPN5M0RN,I learned more from this than I have from any other highschool or college class Ive taken its an easy to understand but in depth and knowledgeable source of information and instruction
A3G61KPDL9XHKG,This is crap  Bought one of these egift cards for my grandson He went to use it and it said it wasnt valid  After about  hours arguing with Amazon and listening to their canned answers they finally gave him a credit to use on Amazon only  I will buy a egift card again  From now on its the physical card only  Horrible experience
A3G6XQ31KPXTHN,Okay
A3GK0YODF1V2R0,Gotta love Papa Johns
A3GO7T02IHNZDG,Easy shopping and well received
A3H3O7BRAWUCZ5,The card was delivered to the right person but I wish my name had been on it so they would have known who sent it 
A3H6DTD1QVCBPF,great gift card 
A3H9KMSFOBKFWN,Cracker Barrel said they have had trouble with egift cards from another site so they only take the plastic gift cards  Amazon wouldnt exchange my code and send me a plastic gift card even though they sell those too
A3HG5DS0ALSO23,Arrived just in time for my friends daughters graduation she was very happy with her surprise 
A3HK3OXIKDV81B,Just what they said it would be  she will like it KIDS ENJOYED cute package and one day shipping
A3HLDEINP9OG2Q,Thank you 
A3HO9OO7BF0BS7,My great niece loved her gift card  shopping at Amazon was such fun for her Delivery time is so quick
A3HOMAS5ODFCW6,My brother in law enjoys his Christmas present I gave this to my brotherinlaw for his birthday He likes it I got this for my brotherinlaw and he enjoyed it
A3HOMO4DUXO88J,The best gift evergrandchildren love getting these for Christmas
A3HR5PPQ38YF9F,Thought it was too good to be true but used it the same day as I got it and worked like a charm
A3HUYZ65E4KSZN,Easy to send as a last minute gift
A3HYQTJWR5PN7L,These are great especially for young people that I have no clue what to get them each year  They can go online and get what they really wanted  And I dont have to stress over shopping  Thank you Amazon
A3IEYL7SGZYSPO,Nice little gift box for someone special
A3IKH3K1BNA064,There is nothing better than having free money to buy whatever I want from Amazon  I ended up getting TurboTax and a Quicken updateboring I know but I was excited
A3ILM8CEQNP6EQ,What a great way to send my man a gift The case is just beautiful So very classy
A3IR6CT5JJVJ8U,I called the customer service this gifts card box is not presentable Unfortunately cant exchange 
A3ITRDOVPWOL8S,"The link to get the gift card number did not work for me Seems like a technical issue I wrote to Amazon who directed me to contact Whole Foods I did Whole Foods asked me the gc number I said I couldnt get it due to an error of the link I then contacted Amazon again and they dont seem to know the issue I have to tell them many times that I could not get my gc number  Finally after weeks of effort I got this message

Hello

Im so sorry but we cant offer any additional insight or action on this matter
We appreciate your business and hope to see you again soon
"
A3IZHZC362J0QA,What can i say always a good gift
A3J3LVCPHWSRNS,Was a Christmas gift
A3J6JWEF9Y342Z,It was a perfect birthday gift for a young man  You can never go wrong with a gift card
A3JQLOE04HX8AG,Got it to go quick and delicious Service on par quick and delicious no problems receiving and using gift card
A3JUPYUAC7XIUZ,"DO NOT BUY THIS

GIFT CARDS ARE NOT VALID AND AMAZON DOES NOTHING TO RESOLVE THE SITUATION

I bought a number of gift cards between myself and my girlfriend and some of them would not redeem Contacted Amazon twice and spent over an hour trying to get it resolved and they were ZERO HELP

They said call AirBnb because they have nothing to do with it How can you sell an invalid gift card legally

Called AirBnb and they are just as bad as Amazon talked to  different people already and all they could say was theyve filed a ticket and someone will call

Amazon also said they would call back to follow up and THEY NEVER CALLED

Absolutely Ridiculous I will never EVER buy another gift card of any type on Amazon again

HORRIBLE EXPERIENCE AND CUSTOMER SERVICE"
A3JVYMD4HETANN,Always nice when youre in need Wings are amazing Easily used Made my stomach hurt but nice place Always great when you dont have to pay money
A3K26MK3MISN80,I really like purchasing gift cards from Amazon but this is the second one Ive purchased that the recipient could not get to work without calling customer service Is there a way to insure that a purchase can be applied to an individuals account so the purchase of the card is linked to the recipient
A3K3WS5J50JKOU,If you have a brain in your headdont ever take your vehicle to Jiffy Lube Go ANYWHERE else The ONLY thing they are is fast
A3K5HO92LZ3H7X,Well of course  out of  the perfect gift
A3KC4U4YDKFMI,"I ordered   Whole foods gift cards for  and one of the cards didnt
work in the store  Can you imagine that how embarrassing"
A3KO945GS9RB50,You think ordering a gift card at  AM on December  would give you enough time for next day delivery to arrive before Christmas but youd think wrong  When it did not arrive on December  by  PM as promised I called to get a refund They said they refunded my money but then the package showed up on December  I politely called to let them know and they charged my card again Now its December  and I try to use the gift card but theres no value on it  I call again and supposedly theyre giving me a refund again and supposedly theyre giving me a  credit to my account  So my husband has no Christmas present and Ive been charged twice with no refund  As a prime member for many years I am not impressed
A3L70AUJ8GVBL6,My boyfriend loved this
A3L90HO96N5QIX,This thing is a lifesaver I paid with my Amazon store card and it literally arrived in my email minutes after my order was processed
A3L93PE7M1QKQ2,Very happy with the gift card purchase and the gift box I did not have to wrap it
A3L9C3UXFDJINC,This was for my son who really like amazon prime and I hope that he decided to renew his subscription this year
A3LH74W2Y7LIWF,Hassle free
A3LM3L44ZPD26Q,I purchased two  jiffy lube cards for a total of  and was  also charged  additional for who knows what I cant figure it out
A3LNKV83A15XG7,Soft and good looking Love this teddy bear
A3LQCBPNJLU7LO,Great gift option Arrived in excellent condition and looks exactly as pictured Arrived in a timely manner and product was exactly as described Sent it as a Christmas gift and it was well received
A3LRQLVC9K9C45,Cute cards
A3LW5AWUORVAWD,This is such an easy gift  I love that I dont have to buy a separate card and that it comes to my house easy to gift
A3LW6ZX0F16Q6Z,its a giftcard lol so the card works came quick looks like any type of giftcard you get from sephora FAST and was able to email to friends quick gift card to a BIG RETAILER DO I NEED TO SAY ANYTHING ELSE  day ship for  cent WHAAAA
A3M0WJJO8TQ6Y8,convenient stocking stuffer
A3M3ONPYEN91A4,Love the Santa box and what could be better than a gift card from Amazon  When you order a gift card Amazon is super fast in getting it to youeasier than driving to the store and getting one off the gift card rack
A3MDK5IPE0F4BN,No problems with the gift card The Container is nicer than I expected Do not count of any promotions Mine was supposed to come with a five dollar credit for me but that has never materialized
A3MG8NEOUKG55B,I bought several to give to my grandchildren and they loved the idea that they could go on Amazon and shop for whatever they wanted  Loved the gift containers that they came in This was so perfect  I love the pop up because I did not need a card or box I just put a ribbon on it  I purchased several more of the gift cards in different  containers also
A3MLUH4T4FZEQ2,I am always impressed how quickly my gift cards arrive and how nice the packaging is The recipient was very happy to receive it
A3MQYUUPVV7CTM,I gifted this to someone and they loved it
A3N3RZ04ATBKWC,Gave these to a few men that I work with and they all liked it  First the diamond plate design feels like a guys gift  Second its an Amazon card and they know theyll find something they like on Amazon Fabulous soft and adorable My son loves it and hugs it close every night  He loved that it came with an Amazon gift card that he can use for his wish list or Kindle books and videos Gave these out as early gifts and they were well appreciated Clever cap gift box for an Amazon gift card Lid fits nice and snug so the card wont shake out Two notches let you grip the bottom half and pull the top lid off easily White tassel works for guys and gals A perfect gift that grads should appreciate
A3NA5UI9GBTG65,Came in a cute box so I didnt have to wrap it myself and with prime it came in a day
A3NAFMKR3RC5KC,Ulta beauty gift cards when you need themlast minute
A3NIU20GL81QFQ,Just great Easy to accesswill order more
A3NP53799M1LG1,Thanks for making everything so simple
A3NSKMFUTKOJTO,I live getting my gift cards from Amazon I highly recommend it to someone who just doesnt have the time to go shopping for gifts Buying gift cards on Amazon is SO SIMPLE They have so many options The only thing that would make it better is promotions for them I got these exact gift card for my inlaws last year We never heard any complaints If youre looking for an easy way to get gift cards I always go through Amazon Ive gotten gift cards from Amazon before for Christmas last year It worked out wonderfully
A3NWKMNMEESEGY,Cant go wrong unless you have a nerd that doesnt use the internetlike my husband  They arrive so quickly and you can buy absolutely anything that you can think of
A3O03TARGAC5X2,Wonderful way to bless new parents They know what they need best Comes right to THEIR door
A3O4BRVEVJPNKL,Gave as gifts for the holiday  Comes in adorable tins that are reusable if you want  Definitely going to go this route again next holiday season
A3O8ALEQU86KK3,Item as described and promptly shipped
A3OCMDKU83E4D9,You can never go wrong with a Starbucks gift card
A3ODOHWJMXJ0HS,My Granddaughter l loves this store Arrived on time recipient loved the gift
A3OEXOKUVG9FMO,Perfect way to get a gift card and sent to someone with out having to deal with all the traffic in the store Thanks
A3OJ7L0MF5E46G,this was a Christmas gift for a friend there  year old son loves the place so I got  card
A3OKF0VSZNA955,What can you say about a gift card I worked
A3OVKAE1X8JBO1,GREAT GIFT IDEA REALLY CUTE PACKING
A3OYTI86A9IUSS,order all the time
A3P2U91IZOL9WU,Love that I can order gift cards online This makes life so much easier
A3P9RWS8WAT9M3,Came in our email quickly Thanks again 
A3PJ3IOQSDSLU9,We go here every couple weeks and couldnt pass up the bargain  We would buy again if it comes up
A3PK3QAA22SUKW,Gift cards are always convenient especially if you get them the following day from the day ordered  They are also desired by most colleagues
A3Q3E9MKCDK2TD,I keep several cards around for the occasions of birthdays holidays and great job  The reward card in our home
A3Q5E9BA7AGMK5,"Dont buy it
You can not pay with this egift card at Panda express restaurant 
They said that they just dont accept e gift card I dont know why theyPand Express sell e gift card 
It was one of my horrable experiences I ever had"
A3QBADO8H5QNXN,All is perfect
A3QDC0G5OHPOEJ,I sent our son this  gift card  We put a message to be includedIt came with no message   no amount  Plus he had no idea who it was from since no messageI am very disappointed 
A3QDKZFH7KD4JI,The perfect gift to give at Christmas  No wrapping to do and my kids loved the gift card
A3QFHQDL8LFA73,I bought two of these gift cards for a double baby shower I was attending I found it a little awkward to open as did one of the recipients On my order I checked off that it was a gift By checking off it was a gift the cards were supposed to come with a gift receipt stating the amount how to use it and who it was from The gift receipts were not in my package I am just hoping that the recipients do not have a problem with them The packaging was cute but I did have to buy a card and a gift bag for the gift cards
A3QJP8CVZB0QI3,This item makes a great wedding baby shower or birthday gift for anyone  Since Amazon sells almost anything you could be looking for this is an ideal gift if you dont know what to buy for those have it alls
A3RRHK6X9H7T0N,Thank you for the order I received today  I am a bit surprised by the note that was hand written inside with my gift cardssee attached photo
A3SDTGYYE6G5OD,Gave as a Gift
A3ST2AM02J12F5,Recipients loved the cards Christmas gift cardswere very well receivedyummmmm
A3SUR2GX1MXEI7,Perfect container for my amazon gift card Christmas gift for my soninlaw   He loved it This was a gift for someone and she loved the popup box as well as the gift card 
A3SVUJ8MUJIG3T,Nice to have on hand for those times when you need a little gift and dont have time to run out and get something
A3T7Q79JB7X603,I purchased this gift card to use with rapid order online purchases but after two uses the website would no longer accept the gift card online
A3TCL51IBS8PQ1,My box was damaged It was missing the bow and the tag saying Peace on Earth and only a glue mark They put a shrink wrap around this defect item Needless to say its a hassle to package it back to return it and rush order another one in time before the holidays But what upsets me more is that the system is also not allowing me to return because its a gift card I would like someone to contact me to resolve this issue Thanks
A3THCDJ6PLJXH9,Gift card for someone else
A3TIABXPXGMU5P,Purchased this as an Anniversary gift  The couple love it and had no problems using it
A3TIQKKP1K875Y,Gift certificate ok
A3TKCDGG40Q1Z8,As exciting as a gift card can be the little Amazon box really makes getting one of these more fun This is a simple yet creative way to give a gift The words oh cute will be heard many times
A3TKLP3MNRYBSH,thank you got it
A3TM6UCA3T059X,Good gift for me
A3TPLOTUU08SJ8,My best friend loves reading so I bought her this gift card for Christmas so she can buy books for her kindle It came in the next day and the card is super cute
A3TV14V45YTYPS,These look great AND arrived overnight just as promised
A3U0K5LJJ8WTRD,cutest present everthe amazon box is an icon and this was well done
A3U61G5YTYITMS,Favorite gift for my dad
A3U7ZB66RYGVFH,Thanks Amazon your stuff is always the best your prices always the lowest and you get to look thru prices and pic out the buy best for youI luv your options and your kindness when someone works with you like you have worked with me you want to keep on coming back and keep on being a customer this was for a friend well I was afraid I would forget someone on Christmas as I have friends I dont always see all the time this item came in on a pinch when I forgot someone a bigger gift not that I needed something huge and grabbed this and another item I had gotten and gave a friend something nice for christmas that they can use to their own choice and device Thanks again for your variety its amazing that soooo sooo many people think amazon is still only about books and the occassional music its their loss because allmost everything a girl or guy could want can come from herethanks sooo much for that  your the greatest amazon
A3UBBJ1Z43FCWB,Receive fast no problem found
A3UE6K0UZ0AZL5,Best deal on gift cards Comes with high quality envelope inside as well  Perfect gift for the for any occasion Always arrives on time
A3ULGVTBFHWEOE,Received this gift card within a couple of minutes of ordering  So convenient Received this gift card extremely fast  It was extremely easy to use Ordered this gift card online and received within a couple of minutes  Super easy to order and use
A3ULLD8X11XY41,I received ths gift card as a Christmas gift and I really enjoyed shopping with it It was better than getting a gift card for a particular store
A3UNKL52U91X9S,Very easy to install stars for fast deliveryeasy installationno problems at allk in dolby vision is better than uhd hdrsounds awesome
A3USB6HKFJ0VOQ,Enjoy going gave gift cards ds to family so we can plan a family night out there
A3UW0GW4I6FONI,Though the card worked without issue the metal case arrived with a large dent I couldnt use the box and had to buy a card to hold the gift card
A3UW942E9AP7ST,Cash is always a big hit and the tin is a nice touch No need to test drive  Thank you Amazon
A3UYNGXBNCBLHW,Who doesnt love amazon gift cards 
A3UZD5MM9E4UUY,Its a gift card
A3V14XE7CLFZDZ,Great way to give a  gift card
A3V30DTGH1KQT,how can you go wrong with a gift card plus the tin is cute
A3V5323CCZ0H1X,Great gift
A3V5EI8G9YFVEN,"Who doesnt want money
The right color perfect size no complaints"
A3VJVTW7S7YEIM,Took care of my Holiday gift list nice and easy Cant go wrong with an amazon gift card for Christmas to give as a present
A3VL4ZNG7HFTL7,that is a gift card yup works like a gift card
A3VPRIF611MRK6,Who doesnt love receiving Amazon Gift Cards The card came as pictured in a very attractive gift box I would recommend
A3VQPG2OJ3L5FP,I really like how easy it is to redeem gift cards the perfect gift for me and my kindle great fun
A3VTK785JOOEJK,Perfect for Xmas gift Red is very glittery and perfect for Valentine or Xmas gift or for someone who loves red things that glitter This is not a gift box but a gift card insert that looks like a box
A3W0T0LGSZZ82D,A very versatile gift Starbucks good handy gift
A3W4IMBHVJM8VD,Brother really tickled to get it Delivered right on time
A3W5B2NMCQD29C,As expected its a gift card
A3X1IHYOT359Q,My grandkids loved it
A3X6ZH6YEFBI8,great pancakes
A41II52YCOH8Z,Took a few days to come  Giftcard inside cardboard and why maybe some people had issues because barcode outside is not for giftcard but for buying  Worked fine used all  Came easy through the mail worked great for a quick add on for a xmas gift
A440GDEEA4WQ4,Nice but it wasnt pink and black like the photo it was the original yellow one
A47IMGCWT1ZRA,It is a gift card not much to add
A480JI3Y7IL4N,Great gift for one of my friend  Thanks much
A4BZHJ5A3XI4A,As always a great present and a great way to give it thanks always a great gift thanks
A4EIIWV5HBDMP,Great quality quick shipping
A4EWN4JGA7PA4,great deal fast shipping
A4KLJL61HOX3M,I bought this Dominos gift card as a gift for a friend Very convenient delivery right to my door with free shipping through my Amazon Prime subscription Gift card worked just like it was advertised with no hassles
